Số TT,Mã MH,Tên MH (VN),Tên MH (EN),Còn mở lớp,Đơn vị quản lý,Loại MH,Mã cũ,Mã tương đương,Mã tiên quyết,Mã môn học trước,Số TCLT,Số TCTH
552,IS201,Phân tích thiết kế hệ thống,Systems Analysis and Design,Đang mở,HTTT,CSN,,,,IT004IT002,3,1
553,IS202,Nhập môn công nghệ phần mềm,Software engineering,Đang mở,HTTT,CN,,SE104,,,3,1
554,IS203,Lập trình cơ sở dữ liệu,Database programming,Đang mở,HTTT,CN,,,,IT004,3,1
555,IS204,Nhập môn hệ thống thông tin địa lý,Introduction to Geographic Information Systems,Đang mở,HTTT,CN,,IS251,,,3,1
556,IS205,PTTK hướng đối tượng với UML,Object-oriented Analysis and Design with UML,Đang mở,HTTT,CN,,IS215,,,3,1
557,IS206,Lập trình ứng dụng Web với Java,Web application programming in Java,Đang mở,HTTT,CN,,IS216,,IT004,3,1
558,IS207,Phát triển ứng dụng web,Web Application Development,Đang mở,HTTT,CN,,,,IT004,3,1
559,IS208,Quản lý dự án công nghệ thông tin,Information Technology Project Management,Đang mở,HTTT,CSN,,SE340,,,3,1
560,IS210,Hệ quản trị cơ sở dữ liệu,Database Management Systems,Đang mở,HTTT,CSN,,,,IT004,3,1
561,IS211,Cơ sở dữ liệu phân tán,Distributed Databases,Đang mở,HTTT,CN,IS104,IE103,,IT004IT005,3,1
562,IS212,Thực tập tốt nghiệp,Internship,Đang mở,HTTT,TTTN,,,,,3,0
563,IS213,Đồ án xây dựng một hệ thống thông tin,Information system development,Đang mở,HTTT,ĐA,,,,,3,0
564,IS214,Thiết kế cơ sở dữ liệu,Database design,Đang mở,HTTT,CN,,,,,3,1
565,IS215,Thiết kế hướng đối tượng với UML,Object-Oriented Analysis and Design with UML,Đang mở,HTTT,CSN,,,,IT002IT004,3,1
566,IS216,Lập trình Java,Programming with Java,Đang mở,HTTT,CSN,,,,IT004,3,1
567,IS217,Kho dữ liệu và OLAP,Data Warehouse and OLAP,Đang mở,HTTT,CN,IS304,IS304,,IT004,3,0
568,IS218,Kỹ năng tư vấn,Kỹ năng tư vấn,Đang mở,HTTT,CNTC,,,,,2,0
569,IS219,Pháp luật trong Thương mại điện tử,Pháp luật trong Thương mại điện tử,Đang mở,HTTT,CNTC,,,,,3,0
570,IS220,Xây dựng hệ thống thông tin trên các framework,Information Systems Development with Frameworks,Đang mở,HTTT,CN,,,,,3,1
571,IS225,Khai thác dữ liệu và ứng dụng,Data mining and applications,Đang mở,,CN,,,,,4,0
572,IS232,Hệ thống thông tin kế toán,Accounting Information Systems,Đang mở,HTTT,CN,IS107,,,IS336,4,0
573,IS251,Nhập môn hệ thống thông tin địa lý,Introduction to Geographic Information Systems,Đang mở,HTTT,CN,IS204,IS204,,IT004,3,1
574,IS252,Khai thác dữ liệu,Data Mining,Đang mở,HTTT,CN,IS106,,,MA005IT004,3,1
575,IS253,Lập trình ứng dụng trên thiết bị di động,Mobile application programming,Đang mở,HTTT,CN,,NT118,,IT002,2,1
576,IS254,Hệ hỗ trợ quyết định,Decision Support Systems,Đang mở,HTTT,CN,,,,,3,0
577,IS301,Thương mại điện tử,E-commerce,Đang mở,HTTT,CN,,IS334,,,3,0
578,IS302,Phân tích không gian,Spatial analysis,Đang mở,HTTT,CN,,IS351,,,3,1
579,IS303,Hệ cơ sở dữ liệu không gian,Spatial Database Systems,Đang mở,HTTT,CN,,IS352,,,3,1
580,IS3033,Quản lý dự án hệ thống thông tin,IS-Project Management,Đang mở,HTTT,CN,,,,,4,0
581,IS304,Kho dữ liệu và OLAP,Data warehouse and OLAP,Đang mở,HTTT,CN,,IS404IS217,,,3,1
582,IS305,An toàn và bảo mật HTTT,Information systems security & protection,Đang mở,HTTT,CN,,IS335,,,3,0
583,IS306,Hệ thống thông tin quản lý,Accounting information systems,Đang mở,HTTT,CN,,IS332,,,3,0
584,IS311,Đồ án hệ thống thông tin,Information Systems Project,Đang mở,HTTT,ĐA,IS213,IS213,,,3,0
585,IS3303,Phân tích thiết kế hệ thống,System Analysis and Design,Đang mở,HTTT,CN,,,,,4,0
586,IS332,Hệ thống thông tin quản lý,Management Information Systems,Đang mở,HTTT,CN,,,,IS201,3,0
587,IS334,Thương mại điện tử,E-Commerce,Đang mở,HTTT,CN,IS301,,,,3,0
588,IS335,An toàn và bảo mật hệ thống thông tin,Information Systems Security,Đang mở,HTTT,CN,IS305,,,IT005IT004,3,0
589,IS336,Hoạch định nguồn lực doanh nghiệp,Enterprise Resource Planning,Đang mở,HTTT,CSN,,,,,3,1
590,IS337,Cơ sở dữ liệu nâng cao,Advanced databases,Đang mở,HTTT,CN,,,,,3,1
591,IS338,Dự báo kinh doanh,Markets analysis,Đang mở,HTTT,CN,IS306,,,IS336,3,0
592,IS339,Sinh tin học,Bioinformatics,Đang mở,HTTT,CNTC,,,,,3,0
593,IS340,Thị trường chứng khoán,Stock Market,Đang mở,HTTT,CNTC,,,,,3,0
594,IS341,Khởi nghiệp,Entrepreneurship,Đang mở,HTTT,CNTC,,,,,3,0
595,IS342,Chính phủ điện tử,E-Government,Đang mở,HTTT,CNTC,,,,,3,0
596,IS343,Luật CNTT,Luật CNTT,Đang mở,HTTT,CNTC,,,,,3,0
597,IS344,Quản trị nguồn lực y tế,Healthcare Resource Management,Đang mở,HTTT,CN,,,,,2,1
598,IS345,AI trong y tế,AI in Healthcare,Đang mở,HTTT,CN,,,,,3,0
599,IS346,Quản lý dự án công nghệ thông tin y tế,Healthcare Information Technology Project Management,Đang mở,HTTT,CN,,,,,2,1
600,IS347,Thống kê y học,Medical Statistics,Đang mở,HTTT,CN,,,,,3,0
601,IS348,Dịch tễ học,Epidemiology,Đang mở,HTTT,CN,,,,,2,1
602,IS349,Hệ thống y tế,Health Systems,Đang mở,HTTT,CN,,,,IT004,3,0
603,IS351,Phân tích không gian,Spatial Analysis,Đang mở,HTTT,CN,IS302,,,IS251,3,1
604,IS352,Hệ cơ sở dữ liệu không gian,Spatial Database Systems,Đang mở,HTTT,CN,IS303,,,IT004IS251,3,1
605,IS353,Mạng xã hội,Social Networks,Đang mở,HTTT,CĐTN,,,,IT004MA004,3,0
606,IS354,Công nghệ tài chính căn bản Fintech,Introduction to Financial Technology,Đang mở,HTTT,CN,,,,,3,0
607,IS355,Công nghệ Blockchain,Blockchain Technology,Đang mở,HTTT,CN,,,,IT005IT004,3,1
608,IS356,Agile IT với DevOps,Agile IT with DevOps,Đang mở,HTTT,CN,,,,,3,0
609,IS357,Kiến trúc hướng dịch vụ,Service Oriented Architecture,Đang mở,HTTT,CN,,,,,3,0
610,IS358,Kiểm soát nhiễm khuẩn bệnh viện,Hospital Infection Control,Đang mở,HTTT,CN,,,,,3,0
611,IS360,Quản lý chăm sóc và điều trị,Care Management and Treatment,Đang mở,HTTT,CN,,,,,3,0
612,IS361,Quản lý chuỗi cung ứng dược và thiết bị y tế,Supply Management of Drugs and Medical Equipment,Đang mở,HTTT,CN,,,,,3,0
613,IS362,Quản trị tài chính và bảo hiểm y tế,Hospital Financial Management and Health Insurance,Đang mở,HTTT,CN,,,,,3,0
614,IS363,Pháp luật trong lĩnh vực y tế,Law on Health and Medical,Đang mở,HTTT,CN,,,,,2,0
615,IS364,Mã tiêu chuẩn dùng chung trong y tế,Medical Coding,Đang mở,HTTT,CN,,,,,3,0
616,IS401,Khóa luận tốt nghiệp,Thesis,Đang mở,HTTT,KLTN,,,,,10,0
617,IS4013,"Thiết kế, quản lý và quản trị hệ CSDL","DBM design, management & administration",Đang mở,HTTT,CN,,,,,3,0
618,IS402,Điện toán đám mây,Cloud Computing,Đang mở,HTTT,CĐTN,,,,IT005IT007,3,0
619,IS403,Phân tích dữ liệu kinh doanh,Data Analysis in Business,Đang mở,HTTT,CN,,,,MA005IT004,3,0
620,IS404,Kho dữ liệu và OLAP,Data Warehouse and OLAP,Đang mở,HTTT,CĐTN,IS304,IS217,,,3,1
621,IS405,Dữ liệu lớn,Big Data,Đang mở,HTTT,CĐTN,,,,IT004,3,1
622,IS406,Điện toán đám mây và dữ liệu lớn,Cloud Computing and Big Data,Đang mở,HTTT,CN,,,,,3,0
623,IS407,Đồ án tốt nghiệp,Capstone Project,Đang mở,HTTT,CN,,,,,6,0
624,IS4133,Công nghệ thông tin cho thương mại điện tử,Information Technologies for e-commerce,Đang mở,HTTT,CN,,,,,3,0
625,IS4263,Các ứng dụng thông minh và hỗ trợ ra quyết định,Decision Support and Busi.Intelligence Applications,Đang mở,HTTT,CN,,,,,3,0
626,IS4523,Hệ truyền thông dữ liệu,Data Communication Systems,Đang mở,HTTT,CN,,,,,3,0
627,IS501,Thực tập cuối khóa,Internship,Đang mở,HTTT,TTTN,,IS212,,,3,0
628,IS502,Thực tập doanh nghiệp,Internship,Đang mở,HTTT,TTTN,,,,,2,0
629,IS503,Đồ án tốt nghiệp tại doanh nghiệp,Industry Capstone Project,Đang mở,HTTT,CN,,,,,10,0
630,IS505,Khóa luận tốt nghiệp,Thesis,Đang mở,HTTT,KLTN,IS401,IS401,,,10,0
631,IS5100,Thực tập cuối khóa,Internship,Đang mở,HTTT,TT,,,,,4,0
632,IS6301,Phân tích thiết kế hệ thống thông tin nâng cao,Advanced Information Systems Analysis and Design,Đang mở,HTTT,CN,,,,,4,3
633,IT001,Nhập môn lập trình,Introduction to Programming,Đang mở,KHMT,ĐC,,IT011,,,3,1
634,IT002,Lập trình hướng đối tượng,Object-Oriented Programming,Đang mở,CNPM,CSNN,OOPT1,,,IT001,3,1
635,IT003,Cấu trúc dữ liệu và giải thuật,Data Structures and Algorithms,Đang mở,KHMT,CSNN,DSAL1,IT013,,IT001,3,1
636,IT004,Cơ sở dữ liệu,Databases,Đang mở,HTTT,CSNN,,,,,3,1
637,IT005,Nhập môn mạng máy tính,Introduction to Computer Networks,Đang mở,MMT&TT,CSNN,,,,,3,1
638,IT006,Kiến trúc máy tính,Computer Architecture,Đang mở,KTMT,CSNN,,,,PH002IT001,3,0
639,IT007,Hệ điều hành,Operating Systems,Đang mở,KTMT,CSNN,OSYS1,,,IT006,3,1
640,IT008,Lập trình trực quan,Visual Programming,Đang mở,CNPM,CN,,WINP1,,IT001IT002,3,1
641,IT009,Giới thiệu ngành,Introduction to Information Technology Disciplines,Đang mở,PĐTĐH,CSNN,,CS005IE005IS005SE005CE005NT005NT015EC005DS005,,,2,0
642,IT010,Tổ chức và cấu trúc máy tính,Computer Organization and Architecture,Đang mở,KTMT,CSN,,,,,2,0
643,IT011,Nhập môn lập trình thi đấu,Introduction to Competitive Programming,Đang mở,KHMT,ĐC,,IT001,,,3,1
644,IT012,Tổ chức và cấu trúc máy tính 2,Computer Structure and Organization 2,Đang mở,KTMT,CSNN,,,,,3,1
645,IT013,Cấu trúc dữ liệu cho lập trình thi đấu,Data Structures and Algorithms for Competitive Programming,Đang mở,KHMT,ĐC,,IT003,,,3,1
646,ITEM1,Nhập môn Quản trị doanh nghiệp,Initiation to Business Administration,Đang mở,PĐTĐH,ĐC,,SE349,,,2,0
647,ITEW1,Nhập môn công tác kỹ sư,Introduction to Tasks of an Engineer,Đang mở,TTNN,ĐC,,IT009SS004,,,2,0
648,ITNT005,Communication,Communication,Đang mở,HTTT,BT,,,,,0,0
649,JAN01,Tiếng Nhật 1,Japanese 1,Đang mở,PĐTĐH,NN,,,,,2,3
650,JAN02,Tiếng Nhật 2,Japanese 2,Đang mở,PĐTĐH,NN,,,JAN01,,2,3
651,JAN03,Tiếng Nhật 3,Japanese 3,Đang mở,PĐTĐH,NN,,,JAN02,,2,3
652,JAN04,Tiếng Nhật 4,Japanese 4,Đang mở,PĐTĐH,NN,,,JAN03,,2,3
653,JAN05,Tiếng Nhật 5,Japanese 5,Đang mở,PĐTĐH,NN,,,JAN04,,2,3
654,JAN06,Tiếng Nhật 6,Japanese 6,Đang mở,PĐTĐH,NN,,,JAN05,,1,2
655,JAN07,Tiếng Nhật 7,Japanese 7,Đang mở,PĐTĐH,NN,,,JAN06,,1,2
656,JAN08,Tiếng Nhật 8,Japanese 8,Đang mở,PĐTĐH,NN,,,JAN07,,1,2
657,JANHU,Tiếng Nhật miễn phí do Huredee tài trợ,Japanese language (sponsored by Huredee),Đang mở,P.ĐTĐH,ĐC,,,,,40,0
658,LIA01,Đại số tuyến tính,Linear Algebra,Đang mở,BMTL,ĐC,,MA003,,,3,0
659,LIA11,Đại số tuyến tính,Linear Algebra,Đang mở,BMTL,ĐC,,,,,3,0
660,MA001,Giải tích 1,Calculus 1,Đang mở,BMTL,ĐC,,MA006,,,3,0
661,MA002,Giải tích 2,Calculus 2,Đang mở,BMTL,ĐC,,MA006,,MA001,3,0
662,MA003,Đại số tuyến tính,Linear Algebra,Đang mở,BMTL,ĐC,,,,,3,0
663,MA004,Cấu trúc rời rạc,Discrete Structures,Đang mở,BMTL,ĐC,,,,,4,0
664,MA005,Xác suất thống kê,Probability and Statistics,Đang mở,BMTL,ĐC,,,,MA006,3,0
665,MA006,Giải tích,Calculus,Đang mở,BMTL,ĐC,,,,,4,0
666,MAT01,Toán cao cấp A1,Advanced mathematics A1,Đang mở,BMTL,ĐC,,MA001,,,3,0
667,MAT02,Toán cao cấp A2,Advanced mathematics A2,Đang mở,BMTL,ĐC,,MA002,,,4,0
668,MAT04,Cấu trúc rời rạc,Discrete Structures,Đang mở,BMTL,ĐC,,MA004,,,4,0
669,MAT11,Giải tích 1,Calculus 1,Đang mở,BMTL,ĐC,,,,,4,0
670,MAT12,Giải tích 2,Calculus 2,Đang mở,BMTL,ĐC,,,,,3,0
671,MAT14,Toán rời rạc cho máy tính,Discrete mathematics for computer,Đang mở,BMTL,ĐC,,,,,3,0
672,MAT21,Toán cao cấp A1 (TE),Advanced Mathematics A1,Đang mở,BMTL,ĐC,,MA001MAT01,,,4,0
673,MAT22,Toán cao cấp A2 (TE),Advanced Mathematics A2,Đang mở,BMTL,ĐC,,MA002MAT02,,,4,0
674,MAT23,Đại số tuyến tính,Linear Algebra,Đang mở,BMTL,ĐC,,LIA01,,,4,0
675,MAT24,Cấu trúc rời rạc (TE),Discrete structures,Đang mở,BMTL,ĐC,,,,,4,0
676,MATH2144,Giải tích 1,Calculus 1,Đang mở,HTTT,ĐC,,MATH2154,,,4,0
677,MATH2153,Giải tích 2,Calculus 2,Đang mở,HTTT,ĐC,MAT12,MATH2154,,MATH2144,3,0
678,MATH2154,Giải tích,Calculus,Đang mở,HTTT,ĐC,,,,,4,0
679,MATH3013,Đại số tuyến tính,Linear Algebra,Đang mở,HTTT,ĐC,,,,,3,0
680,ME001,Giáo dục quốc phòng,Military Education,Đang mở,P.ĐTĐH,ĐC,MEDU1,,,,0,0
681,MEDU1,Giáo dục quốc phòng,Military Education,Đang mở,GDQP,QP,,ME001,,,0,0
682,MKTG4223,Quản trị chuỗi cung ứng,Supply Chain Management,Đang mở,HTTT,CN,,,,,3,0
683,MKTG5883,Khai phá dữ liệu và ứng dụng,Data Mining and Applications,Đang mở,HTTT,CN,,,,CS5423,3,1
684,MLPE1,Kinh tế chính trị Mác-Lênin (TE),Marxism–Leninism political economy,Đang mở,P.ĐTĐH,ĐC,,MLPE2,,,5,0
685,MLPE2,Kinh tế chính trị Mác-Lênin (TE1),Marxism–Leninism political economy,Đang mở,P.ĐTĐH,ĐC,,,,,4,0
686,MM001,Kỹ năng truyền thông cho người làm công nghệ thông tin,Communication Skills for Information Technology Professionals,Đang mở,PĐTĐH,CN,,,,,2,1
687,MM002,Truyền thông kỹ thuật số,Digital Communication,Đang mở,PĐTĐH,CN,,,,,2,1
688,MM003,Quản trị sự kiện,Event Management,Đang mở,CNPM,CN,,,,,3,1
689,MM004,Nguyên lý thiết kế đồ hoạ,Principles of Graphic Design,Đang mở,CNPM,CN,,,,,0,2
690,MM005,Nhập môn marketing,Introduction to Marketing,Đang mở,CNPM,ĐC,,,,,2,0
691,MM006,Tâm lý học đại cương,Introduction to Psychology,Đang mở,CNPM,ĐC,,,,,2,0
692,MM007,Tư duy sáng tạo và xu hướng thiết kế truyền thông,Creative Thinking and Media Design Trends,Đang mở,CNPM,ĐC,,,,,2,0
693,MM008,Kỹ năng truyền thông ứng dụng,Applied Communication Skills,Đang mở,CNPM,ĐC,,,,,2,0
694,MM101,Giới thiệu ngành Truyền thông đa phương tiện,Introduction to Multimedia,Đang mở,CNPM,CSN,,,,,1,0
695,MM102,Lý luận truyền thông đại chúng,Foundations of Mass Communication,Đang mở,CNPM,CSN,,,,,3,0
696,MM103,Cơ sở tạo hình và nguyên lý thị giác,Basics of Form Creation and Visual Principles,Đang mở,CNPM,CSN,,,,,2,0
697,MM104,Viết nội dung đa phương tiện,Strategic Multimedia Writing,Đang mở,CNPM,CSN,,,,,3,0
698,MM105,Nhập môn kỹ thuật sản xuất nội dung đa phương tiện,Introduction to Multimedia Production,Đang mở,CNPM,CSN,,,,,2,1
699,MM106,Thu thập và phân tích khám phá dữ liệu truyền thông đa phương tiện,Data Collection and Exploratory Analysis for Multimedia,Đang mở,CNPM,CSN,,,,IT001,2,1
700,MM107,Học máy ứng dụng trong truyền thông đa phương tiện,Applied Machine Learning for Multimedia,Đang mở,CNPM,CSN,,,,IT001,2,1
701,MM108,Tiếp thị số,Digital Marketing,Đang mở,CNPM,CSN,,,,,2,1
702,MM109,Thiết kế đồ họa,Graphic Design Principles,Đang mở,CNPM,CSN,,,,,3,1
703,MM110,Màu sắc và tâm lý thị giác trong thiết kế truyền thông,Color and Visual Perception Psychology in Media Design,Đang mở,CNPM,CSN,,,,,2,0
704,MM201,Truyền thông và dư luận xã hội,Media and Public Discourse,Đang mở,CNPM,CN,,,,IT001,3,1
705,MM202,Học sâu ứng dụng trong truyền thông đa phương tiện,Applied Deep Learning for Multimedia,Đang mở,CNPM,CN,,,,,3,1
706,MM203,Xử lý ngôn ngữ tự nhiên cho truyền thông đa phương tiện,Natural Language Processing for Multimedia,Đang mở,CNPM,CN,,,,,3,1
707,MM204,Xử lý ảnh số và video trong truyền thông đa phương tiện,Digital Image and Video Processing for Multimedia,Đang mở,CNPM,CN,,,,,3,1
708,MM205,Phân tích và hiểu nội dung đa phương thức,Multimodal Data Analysis and Understanding,Đang mở,CNPM,CĐTN,,,,,3,1
709,MM206,Dữ liệu lớn ứng dụng trong truyền thông đa phương tiện,Big Data Applied in Multimedia,Đang mở,CNPM,CN,,,,IT007,3,1
710,MM207,Hệ thống khai phá dữ liệu mạng xã hội,Developing Social Network Data Mining Systems,Đang mở,CNPM,CĐTN,,,,,3,1
711,MM208,Thiết kế và sản xuất ấn phẩm,Publication Design and Production,Đang mở,CNPM,CN,,,,,3,1
712,MM209,Nghiệp vụ truyền thông và báo chí,Press Communication Profession,Đang mở,CNPM,CN,,,,MM104,3,1
713,MM210,Kỹ thuật quay phim biên kịch và hậu kỳ,"Video Recording, Screen Writing and Post Processing Techniques",Đang mở,CNPM,CĐTN,,,,,3,1
714,MM211,Thực tế ảo và thực tế tăng cường,Virtual and Augmented Reality,Đang mở,CNPM,CN,,,,,3,1
715,MM212,Hoạt hình,Animation,Đang mở,CNPM,CN,,,,,2,1
716,MM213,Quản lý dự án truyền thông đa phương tiện,Multimedia Project Management,Đang mở,CNPM,CĐTN,,,,,3,1
717,MM214,Chiến lược phát triển thương hiệu,Brand Development Strategy,Đang mở,CNPM,CN,,,,,3,0
718,MM215,Quan hệ công chúng trong marketing,Public Relations for Marketing,Đang mở,CNPM,CN,,,,,3,0
719,MM216,Tối ưu hóa và tiếp thị trên công cụ tìm kiếm,Search Engine Optimization and Marketing,Đang mở,CNPM,CN,,,,,3,1
720,MM217,Tiếp thị cho sản phẩm dịch vụ,Marketing for Service Products,Đang mở,CNPM,CN,,,,,3,0
721,MM218,Xây dựng kênh tiếp thị trực tuyến,Building Online Marketing Channels,Đang mở,CNPM,CN,,,,,3,0
722,MM219,Quản trị mối quan hệ khách hàng định hướng dữ liệu,Data Driven Customer Relationship Management,Đang mở,CNPM,CĐTN,,,,,3,1
723,MM220,Phân tích dữ liệu truyền thông số,Digital Media Data Analytics,Đang mở,CNPM,CĐTN,,,,,3,1
724,MM221,Chuyên đề các vấn đề hiện đại trong truyền thông đa phương tiện,Seminar on Modern Topics in Multimedia,Đang mở,CNPM,CN,,,,,3,0
725,MM222,An ninh thông tin trong truyền thông đa phương tiện,Information Security in Multimedia,Đang mở,CNPM,CN,,,,IT007,3,1
726,MM223,Kể chuyện tương tác,Interactive Storytelling,Đang mở,CNPM,CN,,,,,3,1
727,MM224,Hình họa cơ bản,Basic Drawing and Visual Observation,Đang mở,CNPM,CN,,,,,3,1
728,MM301,Đồ án truyền thông đa phương tiện,Multimedia Projects,Đang mở,CNPM,CN,,,,,0,2
729,MM302,Thực tập,Internship,Đang mở,CNPM,CN,,,,,0,2
730,MM304,Khởi nghiệp ngành Truyền thông đa phương tiện,Startup in Multimedia,Đang mở,CNPM,CN,,,,,2,0
731,MM504,Đồ án tốt nghiệp,Capstone Project,Đang mở,CNPM,DATN,,,,,0,6
732,MM505,Khóa luận tốt nghiệp,Thesis,Đang mở,CNPM,KLTN,,,,,0,10
733,MM506,Đồ án tốt nghiệp tại doanh nghiệp,Industry Capstone Project,Đang mở,CNPM,DATNDN,,,,,0,10
734,MSIS207,Phát triển ứng dụng web,Web Application Development,Đang mở,HTTT,CN,,,,CS5423CS2134,3,1
735,MSIS2433,Lập trình hướng đối tượng,Object-Oriented Programming,Đang mở,HTTT,CSN,,,,CS2134,3,0
736,MSIS3033,Quản lý dự án hệ thống thông tin,Information Systems Project Management,Đang mở,HTTT,CSN,,,,,3,0
737,MSIS3233,Khoa học quản lý,Management Science,Đang mở,HTTT,CN,,,,MATH2154,3,0
738,MSIS3242,Quản lý chất lượng phần mềm,Software Quality Management,Đang mở,HTTT,CN,,,,,3,0
739,MSIS3243,Lý thuyết quyết định quản lý,Managerial Decision Theory,Đang mở,HTTT,CN,,,,MATH2153,3,0
740,MSIS3303,Phân tích thiết kế hệ thống,Systems Analysis and Design,Đang mở,HTTT,CN,IS3303,,,CS5423,3,1
741,MSIS4013,"Thiết kế, quản lý và quản trị hệ cơ sở dữ liệu","Database Systems Design, Management and Administration",Đang mở,HTTT,CN,,,,CS5423,3,0
742,MSIS402,Điện toán đám mây,Cloud Computing,Đang mở,HTTT,CN,,,,,3,0
743,MSIS405,Dữ liệu lớn,Big Data,Đang mở,HTTT,CN,,,,,3,0
744,MSIS406,Dữ liệu lớn trên nền điện toán đám mây,Big Data in Cloud Computing,Đang mở,HTTT,CN,,,,,3,1
745,MSIS4133,Công nghệ thông tin trong thương mại điện tử,Information Technologies for E-Commerce,Đang mở,HTTT,CN,,,,,3,0
746,MSIS4243,Điều khiển và giám sát hệ thống thông tin,Control and Audit of Information Systems,Đang mở,HTTT,CN,,,,,3,0
747,MSIS4263,Các ứng dụng thông minh và hỗ trợ ra quyết định,Decision Support and Intelligent Applications,Đang mở,HTTT,CN,IS4263,,,,3,0
748,MSIS4363,Các chủ đề nâng cao trong phát triển hệ thống,Advanced topics in systems development,Đang mở,HTTT,CNTC,,,,,3,0
749,MSIS4443,Các hệ thống mô phỏng trên máy tính,Computer-based Simulation Systems,Đang mở,HTTT,CN,,,,,3,0
750,MSIS4523,Hệ truyền thông dữ liệu,Data Communication Systems,Đang mở,HTTT,CN,IS4523,ACCT5123,,,3,0
751,MSIS4800,Hệ thống thông tin tính toán,Accounting information system,Đang mở,HTTT,CNTC,,,,,3,0
752,MSIS4801,Quản lý thông tin địa lý,Geospatial information management,Đang mở,HTTT,CNTC,IS4801,,,,3,1
753,MSIS5723,Phân tích thiết kế hệ thống thông tin,Information Systems Analysis and Design,Đang mở,HTTT,CN,,,,IT004,3,1
754,NHJP1,Tiếng Nhật Sơ cấp 1,Japanese for Beginners 1,Đang mở,PĐTĐH,BT,,,,,0,0
755,NHJP2,Tiếng Nhật Sơ cấp 2,Japanese for Beginners 2,Đang mở,PĐTĐH,BT,,,,,0,0
756,NNH050,Ngôn ngữ quảng cáo,The Language of Advertising,Đang mở,PĐTĐH,CN,,,,,2,0
757,NT005,Giới thiệu ngành Mạng máy tính và Truyền thông dữ liệu,Introduction to Computer Networks and Data Communication,Đang mở,MMT&TT,ĐC,,CS005IE005IS005SE005CE005NT015EC005DS005AI001,,,1,0
758,NT015,Giới thiệu ngành An toàn Thông tin,Introduction to Information Security Programs,Đang mở,MMT&TT,ĐC,,CS005IE005IS005SE005CE005NT005EC005DS005AI001,,,1,0
759,NT101,An toàn mạng máy tính,Network Security,Đang mở,MMT&TT,CSN,,NT140,,IT005,3,1
760,NT102,Điện tử cho công nghệ thông tin,Electronics for information technology,Đang mở,MMT&TT,CSN,,PH002,,,3,1
761,NT103,Hệ điều hành Linux,Linux Operating Systems,Đang mở,MMT&TT,CNTC,NT309,NT131,,,3,1
762,NT104,Lý thuyết thông tin,Information Theory,Đang mở,MMT&TT,CSN,,,,IT001,3,0
763,NT105,Truyền dữ liệu,Data Communications,Đang mở,MMT&TT,CSN,,,,IT005,3,1
764,NT106,Lập trình mạng căn bản,Basic Network Programming,Đang mở,MMT&TT,CSN,,,,IT005IT001,2,1
765,NT107,Xử lý tín hiệu trong truyển thông,Signal Processing for Communications,Đang mở,MMT&TT,CN,,NT332,,,3,1
766,NT108,Mạng truyền thông và di động,Communication and mobile networks,Đang mở,MMT&TT,CN,,NT132,,,3,0
767,NT109,Lập trình ứng dụng mạng,Network-Based Application Development,Đang mở,MMT&TT,CSN,,,,IT004NT106,2,1
768,NT110,Tín hiệu và mạch,Signals and circuits,Đang mở,MMT&TT,CN,,PH001,,IT002,3,0
769,NT111,Thiết bị mạng và truyền thông ĐPT,Network appliances and multimedia communications,Đang mở,MMT&TT,CNTC,,,,IT005,3,1
770,NT112,Công nghệ mạng viễn thông,Communications technology,Đang mở,MMT&TT,CN,,NT402,,IT005,2,1
771,NT113,Thiết kế mạng,Network Design,Đang mở,MMT&TT,CSN,,,,NT132,2,1
772,NT114,Đồ án chuyên ngành,Specialized Project,Đang mở,MMT&TT,ĐA,,,,,0,2
773,NT115,Thực tập doanh nghiệp,Internship,Đang mở,MMT&TT,TTTN,,NT215,,,3,0
774,NT116,Kỹ năng mềm,Soft skills,Đang mở,MMT&TT,CN,,SS004,,,0,2
775,NT117,Đồ án môn học lập trình ứng dụng mạng,Network-Based Application Programming Project,Đang mở,MMT&TT,ĐA,NT202,,,,0,2
776,NT118,Phát triển ứng dụng trên thiết bị di động,Mobile Application Development,Đang mở,MMT&TT,CSN,NT305,,,IT002,2,1
777,NT119,Mật mã học,Cryptography,Đang mở,MMT&TT,CSN,,NT219,,MA001MA002,3,1
778,NT121,Thiết bị mạng và truyền thông đa phương tiện,Network Appliances and Multimedia Communications,Đang mở,MMT&TT,CĐTN,,NT111,,,2,1
779,NT130,Cơ chế hoạt động của mã độc,Malware modus operandi,Đang mở,MMT&TT,CSN,,NT230,,IT007NT101,3,1
780,NT131,Hệ thống nhúng mạng không dây,Wireless Embedded Network Systems,Đang mở,MMT&TT,CSN,,,,IT007,3,1
781,NT132,Quản trị mạng và hệ thống,Networks and Systems Administration,Đang mở,MMT&TT,CSN,,,,IT005,3,1
782,NT133,An toàn kiến trúc hệ thống,Systems Architecture Security,Đang mở,MMT&TT,CN,,,,IT006IT007,2,1
783,NT137,Kỹ thuật phân tích mã độc,Malware Analysis Techniques,Đang mở,MMT&TT,CN,,,,,2,1
784,NT140,An toàn mạng,Network Security,Đang mở,MMT&TT,CN,,,,IT005,3,1
785,NT201,Phân tích thiết kế hệ thống truyền thông và mạng,Communication and Network Systems Analysis and Design,Đang mở,MMT&TT,CNTC,,NT532,,,3,0
786,NT202,Đồ án môn Lập trình ứng dụng mạng,Project on Nerwork-Application Programming,Đang mở,MMT&TT,ĐA,,NT117,,,0,2
